local_id	kind	name_heb	name_rom	wikidata_qid	occurrences	n_editions	match_status	grade	confidence	sound_match	flags	kima_id	kima_name_rom	kima_name_heb	distance_km	candidates	kima_url	context_sample	decision	chosen_kima_id	reviewer_notes
ED::משרענצק	edition_only	משרענצק			2	1	no_match	C_review	0.0									"בבוא הרב הק' מוה׳ זעליג ז""ל משרענצק פעם ראשונה לרבו הקדוש הרבי ר׳ שמחה בונם ז""ל לפרשיסחא אחר הסתלקות רבו מובהק הקדוש ר׳ שמואל מקארוב ז""ל. נתבונו …"			
ED::עזה״י	edition_only	עזה״י			2	2	no_match	C_review	0.0									… תדאוג מאומה הי״ת יושיע לה תיכף ההכת ושמע לי. שתלך אל הנהר ומעיין טהור. ותטבול את עצמה כדין ותצא נקי׳ וטהורה בעזה״י. וכך הוה : ⟦SEP⟧ סליק אות ז ונתחיל אות ח בעזה״י.			
ED::דמתא	edition_only	דמתא			2	1	fuzzy	C_review	1.0							8964		"…סוחר הזה ישב לו אצל שולחנו ומעיין בכתבי חושבני׳ מוטרד מאד בחשבונותיו. וכשקרב הרב הגה״ק ר׳ אבושל ז""ל הנ""ל אב""ד דמתא. אליו לבקש ממנו נדבה הגונה בעד העניים לא פנה אליו כלל. לישא לו פנים. כי לא ידע שהוא הרב דמתא דפ""פ דמיין ואלו …"			
ED::אדז	edition_only	אדז			2	2	no_match	C_review	0.0									"פ״א עלה על דעת שני צעירים מאנשי שחץ. שבעיר לאדז שלא היו מאמינים בחסידים ורבותיהם. והיה נראה בעיניהם את כל ענין הנהגת הרבי מאלכסאנדר עם חסידיו כליצנות ונוסדו … ⟦SEP⟧ …יקים השרף ממאגלניצא מ׳ חיים מאיר יחיאל נכד הרב המגיד מקאזניץ מלוקט ומחובר ע״י הרבני הרב מוה""ר ישראל משה ז״ל מלאדז והובא לבית הדפוס ע״י"			
ED::שנער	edition_only	שנער			2	1	fuzzy	C_review	1.0							76986		…צוארך בקדושה ובטהרה וכל זמן שהיא עליך אל תירא לא מאדם ולא מחיות רעות ומזיקין שבעולם ובקרב ג׳ ימים תבוא אל ארץ שנער ויתן לו מאכל וחמת מים קטנה וצרור זהב ויחבקהו וינשקהו, ויפרדו איש מעל אחיו בבכיה גדולה ויאמר לו ר׳ מלכיאל ה׳ צ…			
ED::רומנאב	edition_only	רומנאב			2	2	no_match	C_review	0.0									"ובס׳ נ״מ (בשביל התורה) וז״ל והיה מעשה אצל הק׳ מרומנאב שבאו אצלו שני חסידים מאנשים של הה״ק מאליק ובליל שבת היה מהרהרין שזה אינו מתפלל בזכות כמו מו״ר ובמחשבה זאת נשכ… ⟦SEP⟧ וישלח אברהם את ידו ויקח את המאכלת שמעתי מאאמו״ר ז״ל בשם הה״ק רבינו ר׳ מנחם מענדיל זצ""ל מרומנאב. פי׳ הכתוב דהנה אברהם אבינו הי׳ מק"			
ED::ניקלשפארג	edition_only	ניקלשפארג			2	1	no_match	C_review	0.0									…שלא יתנמנם הרבה אזי היה לו על השלחן צנצנת מים לנקיות ושכב את מצחו הק׳ על צנצנת כדי שלא יוכל לישן הרבה פ״א בק׳ ניקלשפארג היה יושב על התורה ועל העבודה בלילה ונפלה עליו תרדימה גדולה עד למאד ולא היה לו שום כח ללמוד יותר ושכב מצחו הק׳… ⟦SEP⟧ …ן עליו כי חפץ ה׳ בידו יצליח ועושים פירות וכדי להיות לזכרון לד			
ED::זל״ה	edition_only	זל״ה			2	1	no_match	C_review	0.0									"…׳ ב""א (על ת""ז בהק') מהה״ק ר׳ אברהם אבלי ז""ל מדראהביטש שהיה א׳ מהנסתרים מקרי דרדקי ובסוף ימיו גילה אותו הה״ק מ זל״ה ובביתו לובליןהיה דר זקן א׳ ושמו היה ר׳ ליב אשר היה ריש דוכנא אצל הרב הנ״ל ושמעתי מפיו שאמר שהיה עמו עוד ריש ד… ⟦SEP⟧ ב) שמענו מאת הה״ק היהודי זל״ה שהיה אומר על עצמו כי מפני כן היה מרבה"			
ED::אפאטשנע	edition_only	אפאטשנע			2	1	no_match	C_review	0.0									מאפאטשנע לערך ד׳ שבועות הוא וכל החברים שלו בהבית של אבי זקני. ואבי זקני היה מוכר יי״ש בהבית הזה. וממילא כשהיה היהודי ז… ⟦SEP⟧ …בי זקני רץ מהרה אחריו עד שבא לביתו של אשכנזי. וראה שלמד בספר הסמ״ג ושאל לו מאיזה עיר הוא ? והשיב לו שהוא מעיר אפאטשנע סמוך לפרשיסחא. וביקש מזקני שיפרוס בשלומו יעקב יצחק זה ה			
ED::לייפסיק	edition_only	לייפסיק			2	1	fuzzy	C_review	0.667							579		"פעם אחת בא אבי זקני זצ""ל מלייפסיק ושאל לו היהודי חדשות. והשיב לו אין שום חדשות ובתו״כ נזכר אבי זקיני ז״ל וסיפר לו איך שהלך בלילה בלייפסיק ובא כ…"			
ED::ברצולינו	edition_only	ברצולינו			2	1	no_match	C_review	0.0									בהיות הרמב״ן בברצולינו על חוף הים עם תלמידיו לראות האומנים אשר היו עשו אניה חדשה מפוארה ביבשה וגם המלך בא לראות האניה בין הרואים ורצ…			
ED::סטעפין	edition_only	סטעפין			2	1	no_match	C_review	0.0									…. ד) הה״ק ר׳ משה מ. זיווהעלה) הה״ק ר׳ מרדכי מ (ואחותם קרעמניץהרבנית הצ׳ מרת מרים אשת הה״ק ד׳ מ״מ דק״ק דוד מלויסטעפין) : ⟦SEP⟧ …״ס בית אהרן. והה״ק ר׳ אהרן הנ״ל הי׳ חותנו של הצה״ק ר׳ אברהם יעקב זצללה״ה זי״ע מסאדיגורא. הילולא של המגיד הק׳ מסטעפין ר׳ דוד הלוי י״א זי״ע : תשרי			
ED::זעלחאוו	edition_only	זעלחאוו			2	1	no_match	C_review	0.0									…ילולא שלו. כ״ט מרחשון תרל״ב. ימי חייו נ״ט שנים ומנ״כ בייד זעלעחאוו. ובנו הוא הה״ק ר׳ משה אליקים בריעה שליט״א מזעלחאוו. חתן הה״ק ר׳ יהושע אשר זצללה״ה בן רבינו הקדוש א״א מרנא ורבנא ר׳ יעקב זצלל״ה הנקרא בפי כל איש יהודי מיצחקפרשיס… ⟦SEP⟧ …״ג החסיד ר׳ ישראל חיים שליט״א האבד״ק סטאצק. וכבוד אחיו הה״ג החס			
ED::הארחוב	edition_only	הארחוב			2	2	name_exact	A_autolink	0.95	True		19255	Horokhiv (Ukraine)	הורוכוב (אוקראינה)		19255	https://data.geo-kima.org/Places/Details/19255	"(ה) ההה״ק המוכיח הגדול המפורסם בישראל הצדיק א״א רבינו יצחק מ״מ דק״ק דראביטש ומנ""כ בהארחוב : ⟦SEP⟧ … אם שמזה ימצא חשיבות לאיש ריבו במופת גדול וסוף דבר שהוכרחו שניהם לעקור דירתם משם ומנוחת הרה״ק ר׳ איציקל זצ״ל בהארחוב :"			
ED::זצלל	edition_only	זצלל			2	1	no_match	C_review	0.0									"…ק דאלינאס דברי משה עה״ת (מבואר בהסכמתו שם). בנו של הה״ק הנ״ל הה״ק ר׳ דן, חתן של הה״ק א״א ר׳ אברהם יהושע העשיל זצללה""ה מאפטא. וחותן של הה״ק ר׳ שלום יוסף זצללה״ה (מנ״כ בלייפציג י״א ). בנו של רבינו הקדוש א״א ר׳ ישראל זצללה״ה מ.… ⟦SEP⟧ (יא) הרבנית הצדקנית אסתר עטיל. נפטרה ו׳ אדר תנצב״ה. ומנ״כ בזעלעחאוו"			
ED::סאדיגורא	edition_only	סאדיגורא			2	1	fuzzy	C_review	1.0							23506		…״ק ר׳ אהרן מקארלין זצללה״ה בעהמ״ס בית אהרן. והה״ק ר׳ אהרן הנ״ל הי׳ חותנו של הצה״ק ר׳ אברהם יעקב זצללה״ה זי״ע מסאדיגורא. הילולא של המגיד הק׳ מסטעפין ר׳ דוד הלוי י״א זי״ע : תשרי ⟦SEP⟧ …אבדשלום מרדכי הכהן״ק בערזאן שהוא ג״כ נכד רבינו הגדול ר״י מ. וכן ראיתי בסדר היחוס לבית רבינו הקדוש רדראביטש״י מסאדיגו			
ED::אניפאליא	edition_only	אניפאליא			2	1	no_match	C_review	0.0									ודע כי זאת נודע בעולם שרבינו הק׳ ר״ר אלימלך ואחיו הה״ק רבינו ר״ר זצללה״ה מזושאאניפאליא. הי׳ אחים. ואמנם בהסכמת הה״ק ר״ר זושא על נועם אלימלך (דפוס לבוב תרל״ו) חותם בחתימת אביו במו״ה אברהם. ועל ס׳ס׳…			
ED::אניפאלא	edition_only	אניפאלא			2	1	no_match	C_review	0.0									"…״א רבינו ר׳ אברהם המלאך (יט) בן רבינו הגדול א״א הק׳ והטהור רבן של ישראל ר׳ דוב בער המגיד הגדול ממעזריטש מנ״כ באניפאלא : (כ) בהה""ק ר׳ אברהם מגזע הרחם של רבינו הקדוש מחבר המשנה : אשת הה״ק ר׳ ישראל חיים (אות י״ז) הרבנית הצ׳ מ׳ יוט… ⟦SEP⟧ (יט) מנ״כ באניפאלא, וידידי הה״ג ר״ז שליט״א הנ״ל כ׳ לי העתק מצבתו"			
ED::הגר	edition_only	הגר			2	2	no_match	C_review	0.0									…ולא רצה לקדש עליו וקידש על יין אחר ואמר שלא ראה עליו ענין יין ואחר הקידוש פתחו הכלי וראו שהיא מי דבש לבן מארץ הגר: ⟦SEP⟧ אחר זה שבר ר׳ אייזק מהגיבערנער בלבוב כל הברזל אשר עושים בסיפשין בארץ הגר כי שם עשה הקיסר הוטין לצקת הברזל ור״א שבר כל הברזל שלא ימכרו הברזל לשום אדם רק לו והערלים מקנאים אותו עד 			
ED::ראזלא	edition_only	ראזלא			2	1	no_match	C_review	0.0									"הה""ק מראזלא ז״ל ⟦SEP⟧ סיפר חתנו הה״ק מראזלא מוה״ר יהודא צבי ז״ל כי בעיניו ראה כתב יד חותנו הקדוש ששלח פתקא ביד איש אחד על ציון המצויינת קודש הקדשים האר""י…"			
ED::ראפשיטץ	edition_only	ראפשיטץ			2	1	no_match	C_review	0.0									"בהיות הה״ק מהר״נ מראפשיטץ ז״ל בזידיטשוב התפלל א׳ לפני התיבה אשר לא הוטב בעיני הה״ק מראפשיטץ ואמר לו מהר״צ ששמע מהמגיד הק' מקאזיניטץ ז""ל…"			
ED::אושפצי	edition_only	אושפצי			2	1	no_match	C_review	0.0									מהה״ק ר׳ בעריש מאושפצי ⟦SEP⟧ מהה״ק ר׳ בעריש מאושפצי׳			
ED::רומאנוב	edition_only	רומאנוב			2	1	fuzzy	C_review	0.833							20961		… לא אוכל לישב רק לבדי בתוך כך אמר כשגליתי טעמי אז אוכל לישב אצלו וישב על הכסא אז שאל אותו הרב ר׳ אביש אם הי׳ ברומאנוב או בלובלין הש״ב לא יספר לו ויאמר רבי שלי הי' הרב מקשאנוב וכשמעו זאת אמר אם הי׳ למעלתו רב גדול כזה שוב לא צריך…			
ED::מעזיביש	edition_only	מעזיביש			2	1	no_match	C_review	0.0									"מהה""ק ברוך ז""ל ממעזיביש ⟦SEP⟧ מהה ק ר׳ ברוך ז""ל ממעזיביש"			
ED::עיה	edition_only	עיה			2	1	no_match	C_review	0.0									"…״ז שנים והחתן הוא חשוב מאוד חכם ומובלע בין אנשים ד׳ יזכינו לברך ברכות נשואין בחנוכה הבע״ל בשביל זה נתעכבתי פה עיה״ק בחורף זה וגם אני רוצה לשדך את בני החכם כמר אפרים פישל נ""י שתים אלה אחזה בעיכוב בראשונות כבד כתבתי שגלילות י…"			
ED::בוצ״ק	edition_only	בוצ״ק			2	1	no_match	C_review	0.0									ספר תפארת חייםחידושי תורה דברים נפלאים ויקרים, כשמש בצהרים מאירים מכבוד הגאוה״ק בוצ״ק מופת הדור אספקריא המאירה, א״א קדו׳ דומה למלאך ה׳ צבאות חו״פ בנש״ק אדמו״ר בקש״ת הרב ר׳ חיים מאיר יחיאל, וצוקלל… ⟦SEP⟧ דברים נפלאים ויקרים, כשמש בצהרים מאירים מכבוד הגאון הגדול של התורה בוצ״ק מופת הדור אספתלריא המאיר			
ED::סכתה	edition_only	סכתה			2	1	fuzzy	C_review	1.0							6241		"ויעקב נסע סכתה. ע״פ ששמעתי בשם אאמו״ר זצ""ל שאמר הטעם על מנהג העולם שקוראים את אנשים יראי ה' הנוסעים אל הצדיקים ללמוד מדרכיהם…"			
ED::צלפתד	edition_only	צלפתד			2	1	no_match	C_review	0.0									"…ה תהי׳ לאשה מחמת שהן ראויות להוליד ויש לחוש שלא תסוב נחלה לכן עפ״י דין אסור להן להנשא רק למטה אביהן. אבל בנות צלפתד ע״פ דין הי' מוחרות להנשא אפילו לשאר השבטים רק בדרך עצה טובה השיאן שינשאו למטה אביהם כנ""ל. ובזה מתורץ ג״כ מה ש…"			
ED::דאמבראווע	edition_only	דאמבראווע			2	1	fuzzy	C_review	0.625							8007		לו והנה הה״צ ר׳ יוסף מדאמבראווע חתן ההק' ר״מ א״מ ז״ל סיפר כי מקאזניץפ״א הי׳ במעזבוז עם חותנו ההק׳ וכאשר נסעו משם לביתם הזדמן שגם מרן ההק׳ ממע… ⟦SEP⟧ צט והנה אז בעת יציאת נשמתו הקדושה היה עומד שמח הה״צ ר״י מדאמבראווע חתן ההק' ר' משה מקאזניץ זצ״ל, וראה ברגע האחרונה אשר אחז מרן ז״ל בדיקנא קדישא שלו, ומ			
ED::גאוורטשוב	edition_only	גאוורטשוב			2	1	no_match	C_review	0.0									"מג סיפר הרב החסיד ר׳ מאטיל הרב דק""ק גאוורטשוב אשר בימים הראשונים שהתחיל לנסוע למרן ז״ל למאגלניצא ואז הי׳ דר בגריצא, אירע פ״א ביום הששי קודם התפלה הלך מרן ז… ⟦SEP⟧ …כטפה מן הים כי כ״א היה מספר מעשיות אחרים מה שראה ושמע עכ״ז אכתוב מה שהוא בזכרוני סיפר הרב החסיד ר׳ מאטיל הרב דגאוורטשוב, שמעתי מהה״צ ר׳ "			
